"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 04 19:02:21 GMT 2024","Sat May 04 19:02:21 GMT 2024","183","Tests.test_lesson_1","test_filtration","TestFiltration","","","test_filtration_high_to_low_v2",""
"passed","Sat May 04 19:02:38 GMT 2024","Sat May 04 19:02:39 GMT 2024","950","Tests.test_lesson_1","test_product","TestProduct","","","test_open_product_title_click",""
"passed","Sat May 04 19:02:16 GMT 2024","Sat May 04 19:02:17 GMT 2024","145","Tests.test_lesson_1","test_filtration","TestFiltration","","","test_filtration_az",""
"passed","Sat May 04 19:01:57 GMT 2024","Sat May 04 19:01:57 GMT 2024","159","Tests.test_lesson_1","test_cart","TestCart","","","test_remove_from_cart[add_cart_locator5-remove_cart_locator5]",""
"passed","Sat May 04 19:02:00 GMT 2024","Sat May 04 19:02:01 GMT 2024","204","Tests.test_lesson_1","test_cart","TestCart","","","test_remove_item_go_catalogue[add_cart_locator3-remove_cart_locator3]",""
"passed","Sat May 04 19:01:59 GMT 2024","Sat May 04 19:02:00 GMT 2024","206","Tests.test_lesson_1","test_cart","TestCart","","","test_remove_item_go_catalogue[add_cart_locator2-remove_cart_locator2]",""
"passed","Sat May 04 19:01:58 GMT 2024","Sat May 04 19:01:58 GMT 2024","202","Tests.test_lesson_1","test_cart","TestCart","","","test_remove_item_go_catalogue[add_cart_locator0-remove_cart_locator0]",""
"passed","Sat May 04 19:02:17 GMT 2024","Sat May 04 19:02:18 GMT 2024","178","Tests.test_lesson_1","test_filtration","TestFiltration","","","test_filtration_za",""
"passed","Sat May 04 19:01:55 GMT 2024","Sat May 04 19:01:55 GMT 2024","161","Tests.test_lesson_1","test_cart","TestCart","","","test_remove_from_cart[add_cart_locator3-remove_cart_locator3]",""
"passed","Sat May 04 19:02:05 GMT 2024","Sat May 04 19:02:05 GMT 2024","190","Tests.test_lesson_1","test_catalogue","TestAddToCart","","","test_add_to_cart_and_verify_product[add_to_cart_locator2-3]",""
"passed","Sat May 04 19:02:20 GMT 2024","Sat May 04 19:02:20 GMT 2024","184","Tests.test_lesson_1","test_filtration","TestFiltration","","","test_filtration_high_to_low_v1",""
"passed","Sat May 04 19:02:23 GMT 2024","Sat May 04 19:02:23 GMT 2024","185","Tests.test_lesson_1","test_filtration","TestFiltration","","","test_filtration_by_price[value1]",""
"passed","Sat May 04 19:02:18 GMT 2024","Sat May 04 19:02:18 GMT 2024","179","Tests.test_lesson_1","test_filtration","TestFiltration","","","test_filtration_low_to_high_v1",""
"passed","Sat May 04 19:02:39 GMT 2024","Sat May 04 19:02:40 GMT 2024","411","Tests.test_lesson_2","test_registration","","","","test_registration_with_checkbox",""
"passed","Sat May 04 19:01:53 GMT 2024","Sat May 04 19:01:53 GMT 2024","158","Tests.test_lesson_1","test_cart","TestCart","","","test_remove_from_cart[add_cart_locator1-remove_cart_locator1]",""
"passed","Sat May 04 19:02:40 GMT 2024","Sat May 04 19:02:43 GMT 2024","2775","Tests.test_lesson_3","test_click_page","TestButton","","","test_double_click",""
"passed","Sat May 04 19:02:12 GMT 2024","Sat May 04 19:02:12 GMT 2024","162","Tests.test_lesson_1","test_catalogue","TestAddToCart","","","test_add_to_cart_and_verify_product_2[item_name4]",""
"passed","Sat May 04 19:02:27 GMT 2024","Sat May 04 19:02:31 GMT 2024","4228","Tests.test_lesson_1","test_login","TestLogin","","","test",""
"passed","Sat May 04 19:02:15 GMT 2024","Sat May 04 19:02:16 GMT 2024","679","Tests.test_lesson_1","test_catalogue","TestAddToCart","","","test_logout",""
"passed","Sat May 04 19:02:07 GMT 2024","Sat May 04 19:02:07 GMT 2024","192","Tests.test_lesson_1","test_catalogue","TestAddToCart","","","test_add_to_cart_and_verify_product[add_to_cart_locator4-5]",""
"passed","Sat May 04 19:01:54 GMT 2024","Sat May 04 19:01:54 GMT 2024","158","Tests.test_lesson_1","test_cart","TestCart","","","test_remove_from_cart[add_cart_locator2-remove_cart_locator2]",""
"passed","Sat May 04 19:02:02 GMT 2024","Sat May 04 19:02:02 GMT 2024","202","Tests.test_lesson_1","test_cart","TestCart","","","test_remove_item_go_catalogue[add_cart_locator5-remove_cart_locator5]",""
"passed","Sat May 04 19:01:52 GMT 2024","Sat May 04 19:01:52 GMT 2024","156","Tests.test_lesson_1","test_cart","TestCart","","","test_remove_from_cart[add_cart_locator0-remove_cart_locator0]",""
"passed","Sat May 04 19:02:13 GMT 2024","Sat May 04 19:02:13 GMT 2024","162","Tests.test_lesson_1","test_catalogue","TestAddToCart","","","test_add_to_cart_and_verify_product_2[item_name5]",""
"passed","Sat May 04 19:02:36 GMT 2024","Sat May 04 19:02:37 GMT 2024","976","Tests.test_lesson_1","test_product","TestProduct","","","test_open_product_image_click",""
"passed","Sat May 04 19:02:25 GMT 2024","Sat May 04 19:02:26 GMT 2024","393","Tests.test_lesson_1","test_login","TestLogin","","","test_login_success",""
"passed","Sat May 04 19:01:59 GMT 2024","Sat May 04 19:01:59 GMT 2024","201","Tests.test_lesson_1","test_cart","TestCart","","","test_remove_item_go_catalogue[add_cart_locator1-remove_cart_locator1]",""
"passed","Sat May 04 19:02:43 GMT 2024","Sat May 04 19:03:00 GMT 2024","16688","Tests.test_lesson_3","test_click_page","TestButton","","","test_right_click",""
"passed","Sat May 04 19:02:11 GMT 2024","Sat May 04 19:02:12 GMT 2024","157","Tests.test_lesson_1","test_catalogue","TestAddToCart","","","test_add_to_cart_and_verify_product_2[item_name3]",""
"passed","Sat May 04 19:02:03 GMT 2024","Sat May 04 19:02:03 GMT 2024","185","Tests.test_lesson_1","test_catalogue","TestAddToCart","","","test_add_to_cart_and_verify_product[add_to_cart_locator0-1]",""
"passed","Sat May 04 19:02:32 GMT 2024","Sat May 04 19:02:33 GMT 2024","1536","Tests.test_lesson_1","test_product","TestProduct","","","test_add_to_cart_product_page",""
"passed","Sat May 04 19:02:10 GMT 2024","Sat May 04 19:02:10 GMT 2024","156","Tests.test_lesson_1","test_catalogue","TestAddToCart","","","test_add_to_cart_and_verify_product_2[item_name1]",""
"passed","Sat May 04 19:02:22 GMT 2024","Sat May 04 19:02:22 GMT 2024","179","Tests.test_lesson_1","test_filtration","TestFiltration","","","test_filtration_by_price[value0]",""
"passed","Sat May 04 19:02:04 GMT 2024","Sat May 04 19:02:04 GMT 2024","186","Tests.test_lesson_1","test_catalogue","TestAddToCart","","","test_add_to_cart_and_verify_product[add_to_cart_locator1-2]",""
"passed","Sat May 04 19:02:25 GMT 2024","Sat May 04 19:02:25 GMT 2024","176","Tests.test_lesson_1","test_filtration","TestFiltration","","","test_filtration_by_name[value1]",""
"broken","Sat May 04 19:03:15 GMT 2024","Sat May 04 19:03:15 GMT 2024","280","Tests.test_lesson_3","test_selene","TestAuth","","","test_auth",""
"passed","Sat May 04 19:01:56 GMT 2024","Sat May 04 19:01:56 GMT 2024","166","Tests.test_lesson_1","test_cart","TestCart","","","test_remove_from_cart[add_cart_locator4-remove_cart_locator4]",""
"passed","Sat May 04 19:02:11 GMT 2024","Sat May 04 19:02:11 GMT 2024","158","Tests.test_lesson_1","test_catalogue","TestAddToCart","","","test_add_to_cart_and_verify_product_2[item_name2]",""
"passed","Sat May 04 19:02:01 GMT 2024","Sat May 04 19:02:02 GMT 2024","203","Tests.test_lesson_1","test_cart","TestCart","","","test_remove_item_go_catalogue[add_cart_locator4-remove_cart_locator4]",""
"passed","Sat May 04 19:02:08 GMT 2024","Sat May 04 19:02:08 GMT 2024","189","Tests.test_lesson_1","test_catalogue","TestAddToCart","","","test_add_to_cart_and_verify_product[add_to_cart_locator5-6]",""
"passed","Sat May 04 19:02:24 GMT 2024","Sat May 04 19:02:24 GMT 2024","143","Tests.test_lesson_1","test_filtration","TestFiltration","","","test_filtration_by_name[value0]",""
"passed","Sat May 04 19:02:14 GMT 2024","Sat May 04 19:02:14 GMT 2024","186","Tests.test_lesson_1","test_catalogue","TestAddToCart","","","test_add_to_cart_and_go_to_catalogue",""
"passed","Sat May 04 19:02:06 GMT 2024","Sat May 04 19:02:06 GMT 2024","190","Tests.test_lesson_1","test_catalogue","TestAddToCart","","","test_add_to_cart_and_verify_product[add_to_cart_locator3-4]",""
"passed","Sat May 04 19:02:19 GMT 2024","Sat May 04 19:02:19 GMT 2024","179","Tests.test_lesson_1","test_filtration","TestFiltration","","","test_filtration_low_to_high_v2",""
"broken","Sat May 04 19:03:00 GMT 2024","Sat May 04 19:03:15 GMT 2024","14719","Tests.test_lesson_3","test_drag_and_drop","TestDragDrop","","","test_drag_drop",""
"passed","Sat May 04 19:02:34 GMT 2024","Sat May 04 19:02:35 GMT 2024","1499","Tests.test_lesson_1","test_product","TestProduct","","","test_remove_from_cart_product_page",""
"passed","Sat May 04 19:02:26 GMT 2024","Sat May 04 19:02:26 GMT 2024","388","Tests.test_lesson_1","test_login","TestLogin","","","test_login_fail",""
"passed","Sat May 04 19:02:09 GMT 2024","Sat May 04 19:02:09 GMT 2024","156","Tests.test_lesson_1","test_catalogue","TestAddToCart","","","test_add_to_cart_and_verify_product_2[item_name0]",""
